Algoritmo,MPE,MSE,RMSE,MAE
globalavarege,0.9945113667240285,2.2130669534450123,1.484268353186277,1.2841551364319599
itemknn,0.9945113667240285,2.2130669534450123,1.484268353186277,1.2841551364319599
mostpopular,0.9945113667240285,2.2130669534450123,1.484268353186277,1.2841551364319599
slopeone,0.9178647436461173,1.2605092679963452,1.122546313228481,0.8366590548245666
userknn,0.9856902060797935,0.907717127819384,0.9524445243703447,0.7386552292048376
